month,store_id,product_id,sales_quantity,sales_value,discount
01/01/2021,19,6,2581,7903.022,434.57
01/01/2021,1,7,786,545.484,0
01/01/2021,9,7,37,25.678,0
01/01/2021,10,7,1401,972.294,0
01/01/2021,11,7,47,32.618,0
01/01/2021,12,7,24,16.656,0
01/01/2021,13,7,68,47.192,0
01/01/2021,3,7,1375,954.25,0
01/01/2021,14,7,51,35.394,0
01/01/2021,15,7,2502,1736.388,0
01/01/2021,4,7,582,403.908,0
01/01/2021,20,7,18,12.492,0
01/01/2021,5,7,295,204.73,0
01/01/2021,6,7,102,70.788,0
01/01/2021,16,7,121,83.974,0
01/01/2021,17,7,34,23.596,0
01/01/2021,7,7,376,260.944,0
01/01/2021,8,7,57,39.558,0
01/01/2021,19,7,31,21.514,0
01/01/2021,1,9,18,29.952,3.616
01/01/2021,9,9,8,13.312,0.752
01/01/2021,10,9,34,56.576,8.812
01/01/2021,11,9,3,4.992,0.688
01/01/2021,13,9,5,8.32,1.27
01/01/2021,3,9,17,28.288,3.384
01/01/2021,15,9,92,153.088,9.092
01/01/2021,4,9,17,28.288,3.626
01/01/2021,5,9,21,34.944,7.754
01/01/2021,16,9,1,1.664,0.67
01/01/2021,7,9,4,6.656,0.764
01/01/2021,18,9,8,13.312,0.922
01/01/2021,8,9,5,8.32,1.226
01/01/2021,1,10,127,455.676,56.164
01/01/2021,9,10,24,86.112,3.8
01/01/2021,10,10,275,986.7,150.952
01/01/2021,11,10,10,35.88,4.904
01/01/2021,12,10,19,68.172,7.846
01/01/2021,13,10,30,107.64,15.192
01/01/2021,3,10,115,412.62,36.004
01/01/2021,15,10,564,2023.632,147.864
01/01/2021,4,10,108,387.504,48.82
01/01/2021,20,10,2,7.176,0.49
01/01/2021,5,10,451,1618.188,356.15
01/01/2021,6,10,164,588.432,118.832
01/01/2021,16,10,27,96.876,7.746
01/01/2021,17,10,2,7.176,0
01/01/2021,7,10,45,161.46,18.388
01/01/2021,18,10,45,161.46,12.52
01/01/2021,8,10,39,139.932,17.06
01/01/2021,19,10,5,17.94,1.878
01/01/2021,1,12,15,32.1,236.122
01/01/2021,10,12,1482,3171.48,479.066
01/01/2021,11,12,90,192.6,26.2
01/01/2021,12,12,98,209.72,28.53
01/01/2021,13,12,93,199.02,36.12
01/01/2021,3,12,15,32.1,242.458
01/01/2021,15,12,3661,7834.54,899.978
01/01/2021,4,12,102,218.28,124.836
01/01/2021,20,12,108,231.12,34.644
01/01/2021,5,12,295,631.3,268.548
01/01/2021,6,12,480,1027.2,212.618
01/01/2021,16,12,332,710.48,90.928
01/01/2021,17,12,91,194.74,32.314
01/01/2021,7,12,403,862.42,97.768
01/01/2021,18,12,375,802.5,60.652
01/01/2021,8,12,315,674.1,113.312
01/01/2021,19,12,46,98.44,10.478
01/01/2021,1,13,38,122.436,1709.702
01/01/2021,10,13,4122,13281.084,1990.79
01/01/2021,11,13,180,579.96,78.322
01/01/2021,12,13,166,534.852,82.672
01/01/2021,13,13,182,586.404,211.012
01/01/2021,3,13,83,267.426,768.252
01/01/2021,14,13,292,940.824,0
01/01/2021,15,13,7524,24242.328,2342.176
01/01/2021,4,13,805,2593.71,2710.12
01/01/2021,20,13,203,654.066,92.246
01/01/2021,5,13,2,6.444,8.438
01/01/2021,6,13,7776,25054.272,5186.232
01/01/2021,16,13,381,1227.582,151.954
01/01/2021,17,13,205,660.51,89.2
01/01/2021,7,13,1364,4394.808,493.862
01/01/2021,18,13,663,2136.186,167.874
01/01/2021,8,13,1296,4175.712,752.052
01/01/2021,19,13,160,515.52,50.572
01/01/2021,1,15,2807,7713.636,974.954
01/01/2021,9,15,179,491.892,87.75
01/01/2021,10,15,6689,18381.372,2824.92
01/01/2021,11,15,367,1008.516,99.852
01/01/2021,12,15,175,480.9,70.838
01/01/2021,13,15,913,2508.924,374.024
01/01/2021,3,15,3449,9477.852,839.182
01/01/2021,14,15,48,131.904,0
01/01/2021,15,15,14386,39532.728,2929.734
01/01/2021,4,15,1454,3995.592,497.628
01/01/2021,20,15,263,722.724,98.722
01/01/2021,5,15,5893,16193.964,3558.13
01/01/2021,6,15,1440,3957.12,819.12
01/01/2021,16,15,644,1769.712,228.918
01/01/2021,17,15,87,239.076,29.014
01/01/2021,7,15,1022,2808.456,320.594
01/01/2021,18,15,905,2486.94,194.25
01/01/2021,8,15,775,2129.7,284.336
01/01/2021,19,15,207,568.836,59.306
01/01/2021,1,16,4278,17770.812,2136.926
01/01/2021,9,16,119,494.326,86.822
01/01/2021,10,16,9704,40310.416,6084.334
01/01/2021,11,16,966,4012.764,409.496
01/01/2021,12,16,204,847.416,121.462
01/01/2021,13,16,1251,5196.654,772.334
01/01/2021,3,16,3305,13728.97,1245.982
01/01/2021,14,16,802,3331.508,0
01/01/2021,15,16,19087,79287.398,7182.76
01/01/2021,4,16,6017,24994.618,3825.294
01/01/2021,20,16,360,1495.44,197.374
01/01/2021,5,16,5028,20886.312,4533.004
01/01/2021,6,16,4010,16657.54,3439.504
01/01/2021,16,16,933,3875.682,506.912
01/01/2021,17,16,126,523.404,67.478
01/01/2021,7,16,2766,11489.964,1292.398
01/01/2021,18,16,1001,4158.154,347.332
01/01/2021,8,16,1246,5175.884,695.202
01/01/2021,19,16,163,677.102,70.634
01/01/2021,1,19,1657,5663.626,0
01/01/2021,9,19,164,560.552,0
01/01/2021,10,19,2562,8756.916,0
01/01/2021,11,19,132,451.176,0
01/01/2021,12,19,63,215.334,0
01/01/2021,13,19,63,215.334,0
01/01/2021,3,19,1876,6412.168,0
01/01/2021,14,19,229,782.722,0
01/01/2021,15,19,6033,20620.794,0
01/01/2021,4,19,1024,3500.032,0
01/01/2021,20,19,29,99.122,0
01/01/2021,5,19,838,2864.284,0
01/01/2021,6,19,253,864.754,0
01/01/2021,16,19,284,970.712,0
01/01/2021,17,19,75,256.35,0
01/01/2021,7,19,624,2132.832,0
01/01/2021,8,19,111,379.398,0
01/01/2021,19,19,32,109.376,0
01/01/2021,1,20,337,1008.978,99.476
01/01/2021,9,20,32,95.808,5.294
01/01/2021,10,20,761,2278.434,341.946
01/01/2021,11,20,63,188.622,22.334
01/01/2021,12,20,26,77.844,11.776
01/01/2021,13,20,218,652.692,97.994
01/01/2021,3,20,303,907.182,78.206
01/01/2021,14,20,15,44.91,0
01/01/2021,15,20,1973,5907.162,458.814
01/01/2021,4,20,332,994.008,128.044
01/01/2021,20,20,31,92.814,13.806
01/01/2021,5,20,1366,4089.804,892.934
01/01/2021,6,20,216,646.704,133.878
01/01/2021,16,20,76,227.544,25.004
01/01/2021,17,20,17,50.898,4.872
01/01/2021,7,20,101,302.394,34.178
01/01/2021,18,20,158,473.052,35.408
01/01/2021,8,20,97,290.418,33.088
01/01/2021,19,20,34,101.796,9.79
01/01/2021,1,21,157,454.358,55.074
01/01/2021,9,21,3,8.682,0.482
01/01/2021,10,21,501,1449.894,220.72
01/01/2021,11,21,7,20.258,1.178
01/01/2021,12,21,10,28.94,4.714
01/01/2021,13,21,70,202.58,30.452
01/01/2021,3,21,130,376.22,29.688
01/01/2021,15,21,432,1250.208,96.83
01/01/2021,4,21,79,228.626,27.95
01/01/2021,20,21,7,20.258,1.964
01/01/2021,5,21,528,1528.032,334.206
01/01/2021,6,21,200,578.8,119.824
01/01/2021,16,21,15,43.41,5.894
01/01/2021,7,21,52,150.488,17.024
01/01/2021,18,21,8,23.152,1.894
01/01/2021,8,21,33,95.502,13.042
01/01/2021,1,23,74,246.568,32.23
01/01/2021,9,23,4,13.328,0.736
01/01/2021,10,23,226,753.032,113.97
01/01/2021,11,23,7,23.324,1.8
01/01/2021,12,23,2,6.664,2.248
01/01/2021,13,23,50,166.6,24.89
01/01/2021,3,23,64,213.248,20.978
01/01/2021,15,23,213,709.716,63.154
01/01/2021,4,23,48,159.936,21.302
01/01/2021,5,23,16,53.312,11.63
01/01/2021,6,23,24,79.968,16.558
01/01/2021,16,23,20,66.64,8.06
01/01/2021,17,23,3,9.996,0
01/01/2021,7,23,21,69.972,7.87
01/01/2021,18,23,23,76.636,5.452
01/01/2021,8,23,15,49.98,5.244
01/01/2021,19,23,1,3.332,0.436
01/01/2021,1,24,218,511.428,67.612
01/01/2021,9,24,5,11.73,0.65
01/01/2021,10,24,462,1083.852,163.698
01/01/2021,11,24,38,89.148,3.184
01/01/2021,12,24,9,21.114,2.23
01/01/2021,13,24,71,166.566,25.004
01/01/2021,3,24,159,373.014,35.9
01/01/2021,15,24,531,1245.726,64.882
01/01/2021,4,24,139,326.094,42.228
01/01/2021,20,24,15,35.19,5.096
01/01/2021,5,24,170,398.82,87.168
01/01/2021,6,24,90,211.14,43.706
01/01/2021,16,24,22,51.612,5.39
01/01/2021,7,24,77,180.642,20.436
01/01/2021,18,24,33,77.418,4.874
01/01/2021,8,24,35,82.11,11.956
01/01/2021,19,24,2,4.692,0
01/01/2021,1,25,56,176.96,20.884
01/01/2021,9,25,1,3.16,0
01/01/2021,10,25,151,477.16,70.732
01/01/2021,11,25,18,56.88,4.282
01/01/2021,12,25,6,18.96,2.998
01/01/2021,13,25,26,82.16,12.278
01/01/2021,3,25,52,164.32,17.49
01/01/2021,15,25,228,720.48,56.174
01/01/2021,4,25,48,151.68,22.322
01/01/2021,20,25,2,6.32,0.856
01/01/2021,5,25,27,85.32,18.662
01/01/2021,16,25,4,12.64,0.82
01/01/2021,7,25,10,31.6,3.568
01/01/2021,18,25,8,25.28,1.72
01/01/2021,8,25,14,44.24,4.586
01/01/2021,19,25,1,3.16,0
01/01/2021,1,26,360,853.2,99.376
01/01/2021,9,26,23,54.51,3.018
01/01/2021,10,26,1554,3682.98,560.31
01/01/2021,11,26,56,132.72,9.662
01/01/2021,12,26,19,45.03,8.696
01/01/2021,13,26,418,990.66,148.442
01/01/2021,3,26,454,1075.98,102.14
01/01/2021,14,26,10,23.7,0
01/01/2021,15,26,2228,5280.36,445.2
01/01/2021,4,26,566,1341.42,174.654
01/01/2021,20,26,31,73.47,8.696
01/01/2021,5,26,2363,5600.31,1223.196
01/01/2021,6,26,200,474,98.122
01/01/2021,16,26,91,215.67,25.826
01/01/2021,17,26,6,14.22,1.61
01/01/2021,7,26,124,293.88,33.282
01/01/2021,18,26,134,317.58,24.74
01/01/2021,8,26,262,620.94,82.212
01/01/2021,19,26,21,49.77,5.284
01/01/2021,1,27,1558,3324.772,385.34
01/01/2021,9,27,134,285.956,20.844
01/01/2021,10,27,8571,18290.514,2673.312
01/01/2021,11,27,387,825.858,80.19
01/01/2021,12,27,111,236.874,39.366
01/01/2021,13,27,1678,3580.852,539.086
01/01/2021,3,27,3917,8358.878,755.094
01/01/2021,14,27,1683,3591.522,0
01/01/2021,15,27,14273,30458.582,2792.584
01/01/2021,4,27,1599,3412.266,431.37
01/01/2021,20,27,264,563.376,83.98
01/01/2021,5,27,4036,8612.824,1893.726
01/01/2021,6,27,4680,9987.12,2067.336
01/01/2021,16,27,538,1148.092,151.796
01/01/2021,17,27,105,224.07,30.618
01/01/2021,7,27,708,1510.872,141.912
01/01/2021,18,27,417,889.878,76.874
01/01/2021,8,27,1385,2955.59,415.426
01/01/2021,19,27,131,279.554,26.836
01/01/2021,1,28,231,555.786,0
01/01/2021,9,28,12,28.872,0
01/01/2021,10,28,517,1243.902,0
01/01/2021,11,28,33,79.398,0
01/01/2021,12,28,5,12.03,0
01/01/2021,13,28,38,91.428,0
01/01/2021,3,28,228,548.568,0
01/01/2021,15,28,771,1855.026,0
01/01/2021,4,28,176,423.456,0
01/01/2021,20,28,6,14.436,0
01/01/2021,5,28,167,401.802,0
01/01/2021,6,28,73,175.638,0
01/01/2021,16,28,27,64.962,0
01/01/2021,17,28,12,28.872,0
01/01/2021,7,28,114,274.284,0
01/01/2021,8,28,22,52.932,0
01/01/2021,19,28,12,28.872,0
01/01/2021,1,29,223,793.434,0
01/01/2021,9,29,21,74.718,0
01/01/2021,10,29,407,1448.106,0
01/01/2021,11,29,35,124.53,0
01/01/2021,12,29,22,78.276,0
01/01/2021,13,29,45,160.11,0
01/01/2021,3,29,333,1184.814,0
01/01/2021,14,29,5,17.79,0
01/01/2021,15,29,898,3195.084,0
01/01/2021,4,29,199,708.042,0
01/01/2021,20,29,4,14.232,0
01/01/2021,5,29,232,825.456,0
01/01/2021,6,29,42,149.436,0
01/01/2021,16,29,45,160.11,0
01/01/2021,17,29,4,14.232,0
01/01/2021,7,29,87,309.546,0
01/01/2021,8,29,17,60.486,0
01/01/2021,19,29,8,28.464,0
01/01/2021,1,30,1022,2851.38,352.37
01/01/2021,9,30,106,295.74,45.446
01/01/2021,10,30,3154,8799.66,1337.224
01/01/2021,11,30,149,415.71,44.338
01/01/2021,12,30,64,178.56,28.8
01/01/2021,13,30,603,1682.37,253.328
01/01/2021,3,30,1197,3339.63,287.88
01/01/2021,15,30,5546,15473.34,1226.732
01/01/2021,4,30,873,2435.67,299.326
01/01/2021,20,30,65,181.35,22.738
01/01/2021,5,30,1964,5479.56,1197.742
01/01/2021,6,30,500,1395,288.766
01/01/2021,16,30,284,792.36,103.7
01/01/2021,17,30,28,78.12,10.61
01/01/2021,7,30,395,1102.05,124.426
01/01/2021,18,30,206,574.74,43.174
01/01/2021,8,30,487,1358.73,174.21
01/01/2021,19,30,59,164.61,15.692
01/01/2021,1,32,6,13.56,11.026
01/01/2021,10,32,83,187.58,28.874
01/01/2021,11,32,13,29.38,3.07
01/01/2021,12,32,2,4.52,0.92
01/01/2021,13,32,2,4.52,2.016
01/01/2021,3,32,2,4.52,6.208
01/01/2021,15,32,118,266.68,38.176
01/01/2021,4,32,10,22.6,13.202
01/01/2021,20,32,3,6.78,0.614
01/01/2021,5,32,119,268.94,112.642
01/01/2021,16,32,6,13.56,2.124
01/01/2021,7,32,20,45.2,5.116
01/01/2021,18,32,14,31.64,1.984
01/01/2021,8,32,1,2.26,3.56
01/01/2021,1,33,196,994.504,103.926
01/01/2021,9,33,34,172.516,10.538
01/01/2021,10,33,388,1968.712,294.506
01/01/2021,11,33,30,152.22,13.786
01/01/2021,12,33,28,142.072,18.61
01/01/2021,13,33,26,131.924,19.416
01/01/2021,3,33,207,1050.318,72.288
01/01/2021,15,33,846,4292.604,303.524
01/01/2021,4,33,191,969.134,122.64
01/01/2021,20,33,2,10.148,2.758
01/01/2021,5,33,429,2176.746,458.322
01/01/2021,6,33,160,811.84,168.042
01/01/2021,16,33,43,218.182,23.264
01/01/2021,17,33,1,5.074,0
01/01/2021,7,33,87,441.438,49.972
01/01/2021,18,33,45,228.33,16.79
01/01/2021,8,33,47,238.478,33.32
01/01/2021,19,33,3,15.222,1.32
01/01/2021,1,34,1861,3722,464.408
01/01/2021,9,34,135,270,41.882
01/01/2021,10,34,3282,6564,996.594
01/01/2021,11,34,115,230,27.288
01/01/2021,12,34,267,534,75.86
01/01/2021,13,34,238,476,73.174
01/01/2021,3,34,2055,4110,381.576
01/01/2021,14,34,15,30,0
01/01/2021,15,34,8368,16736,1241.402
01/01/2021,4,34,1288,2576,329.662
01/01/2021,20,34,205,410,55.94
01/01/2021,5,34,1767,3534,773.592
01/01/2021,6,34,480,960,198.72
01/01/2021,16,34,403,806,104.248
01/01/2021,17,34,163,326,44.48
01/01/2021,7,34,786,1572,178.508
01/01/2021,18,34,647,1294,101.348
01/01/2021,8,34,459,918,107.946
01/01/2021,19,34,97,194,19.448
01/01/2021,1,35,5194,15727.432,1867.564
01/01/2021,9,35,388,1174.864,182.62
01/01/2021,10,35,13148,39812.144,5892.756
01/01/2021,11,35,1287,3897.036,385.334
01/01/2021,12,35,531,1607.868,231.2
01/01/2021,13,35,3087,9347.436,1406.554
01/01/2021,3,35,6337,19188.436,1623.076
01/01/2021,14,35,23,69.644,0
01/01/2021,15,35,29919,90594.732,7551.11
01/01/2021,4,35,4522,13692.616,1746.588
01/01/2021,20,35,424,1283.872,181.86
01/01/2021,5,35,6175,18697.9,4069.956
01/01/2021,6,35,6000,18168,3760.776
01/01/2021,16,35,961,2909.908,344.45
01/01/2021,17,35,245,741.86,87.668
01/01/2021,7,35,1779,5386.812,598.048
01/01/2021,18,35,1960,5934.88,475.948
01/01/2021,8,35,1855,5616.94,706.898
01/01/2021,19,35,321,971.988,99.018
01/01/2021,1,36,257,514,57.656
01/01/2021,9,36,17,34,5.25
01/01/2021,10,36,1014,2028,307.014
01/01/2021,11,36,59,118,9.746
01/01/2021,12,36,23,46,6.226
01/01/2021,13,36,192,384,57.73
01/01/2021,3,36,285,570,42.696
01/01/2021,14,36,8,16,0
01/01/2021,15,36,1488,2976,230.462
01/01/2021,4,36,361,722,79.89
01/01/2021,20,36,33,66,4.872
01/01/2021,5,36,346,692,141.718
01/01/2021,6,36,288,576,119.232
01/01/2021,16,36,20,40,4.798
01/01/2021,17,36,6,12,1.624
01/01/2021,7,36,83,166,18.724
01/01/2021,18,36,75,150,10.216
01/01/2021,8,36,236,472,65.238
01/01/2021,19,36,29,58,6.128
01/01/2021,1,38,101,343.602,41.588
01/01/2021,9,38,4,13.608,0.56
01/01/2021,10,38,266,904.932,138.856
01/01/2021,12,38,3,10.206,1.848
01/01/2021,13,38,44,149.688,22.23
01/01/2021,3,38,86,292.572,23.458
01/01/2021,15,38,364,1238.328,86.388
01/01/2021,4,38,110,374.22,46.414
01/01/2021,20,38,21,71.442,11.094
01/01/2021,5,38,34,115.668,25.424
01/01/2021,16,38,5,17.01,1.386
01/01/2021,17,38,10,34.02,4.622
01/01/2021,7,38,25,85.05,9.63
01/01/2021,18,38,41,139.482,10.754
01/01/2021,8,38,44,149.688,18.498
01/01/2021,1,39,7,20.902,1.576
01/01/2021,9,39,8,23.888,4.204
01/01/2021,10,39,28,83.608,11.072
01/01/2021,11,39,1,2.986,0.408
01/01/2021,12,39,2,5.972,0.814
01/01/2021,13,39,1,2.986,0.444
01/01/2021,3,39,42,125.412,9.156
01/01/2021,14,39,30,89.58,0
01/01/2021,15,39,151,450.886,36.1
01/01/2021,4,39,30,89.58,11.124
01/01/2021,20,39,2,5.972,1.628
01/01/2021,5,39,13,38.818,8.512
01/01/2021,16,39,14,41.804,2.036
01/01/2021,7,39,6,17.916,2.036
01/01/2021,18,39,8,23.888,1.462
01/01/2021,8,39,2,5.972,1.448
01/01/2021,1,44,283,640.712,77.29
01/01/2021,9,44,28,63.392,2.868
01/01/2021,10,44,551,1247.464,187.724
01/01/2021,11,44,26,58.864,6.764
01/01/2021,12,44,18,40.752,6.456
01/01/2021,13,44,85,192.44,28.952
01/01/2021,3,44,344,778.816,64.518
01/01/2021,14,44,2,4.528,0
01/01/2021,15,44,1447,3276.008,218.662
01/01/2021,4,44,239,541.096,69.442
01/01/2021,20,44,22,49.808,4.92
01/01/2021,5,44,853,1931.192,420.63
01/01/2021,6,44,216,489.024,101.23
01/01/2021,16,44,50,113.2,12.104
01/01/2021,17,44,10,22.64,2.46
01/01/2021,7,44,123,278.472,31.512
01/01/2021,18,44,79,178.856,13.284
01/01/2021,8,44,108,244.512,30.11
01/01/2021,19,44,27,61.128,5.96
01/01/2021,1,45,113,284.534,35.918
01/01/2021,9,45,36,90.648,4.856
01/01/2021,10,45,241,606.838,92.572
01/01/2021,11,45,12,30.216,3.076
01/01/2021,12,45,14,35.252,4.784
01/01/2021,13,45,20,50.36,7.574
01/01/2021,3,45,164,412.952,36.47
01/01/2021,14,45,7,17.626,0
01/01/2021,15,45,789,1986.702,135.994
01/01/2021,4,45,152,382.736,50.884
01/01/2021,20,45,29,73.022,7.518
01/01/2021,5,45,266,669.788,145.948
01/01/2021,6,45,98,246.764,50.038
01/01/2021,16,45,52,130.936,11.55
01/01/2021,17,45,16,40.288,9.91
01/01/2021,7,45,66,166.188,18.796
01/01/2021,18,45,55,138.49,8.918
01/01/2021,8,45,37,93.166,10.692
01/01/2021,19,45,11,27.698,2.304
01/01/2021,1,47,177,214.17,26.19
01/01/2021,9,47,27,32.67,1.828
01/01/2021,10,47,298,360.58,54.636
01/01/2021,11,47,29,35.09,4.11
01/01/2021,12,47,14,16.94,2.63
01/01/2021,13,47,49,59.29,8.996
01/01/2021,3,47,220,266.2,20.546
01/01/2021,14,47,3,3.63,0
01/01/2021,15,47,831,1005.51,68.316
01/01/2021,4,47,122,147.62,17.888
01/01/2021,20,47,8,9.68,1.15
01/01/2021,5,47,247,298.87,65.612
01/01/2021,6,47,120,145.2,30.046
01/01/2021,16,47,18,21.78,1.316
01/01/2021,17,47,16,19.36,2.63
01/01/2021,7,47,61,73.81,8.356
01/01/2021,18,47,73,88.33,6.846
01/01/2021,8,47,64,77.44,10.796
01/01/2021,19,47,18,21.78,2.096
01/01/2021,1,49,1348,3871.456,468.422
01/01/2021,9,49,61,175.192,10.288
01/01/2021,10,49,3472,9971.584,1468.604
01/01/2021,11,49,214,614.608,58.47
01/01/2021,12,49,94,269.968,37.588
01/01/2021,13,49,544,1562.368,231.478
01/01/2021,3,49,1560,4480.32,371.326
01/01/2021,14,49,8,22.976,0
01/01/2021,15,49,6717,19291.224,1445.144
01/01/2021,4,49,1081,3104.632,382.59
01/01/2021,20,49,114,327.408,35.69
01/01/2021,5,49,1980,5686.56,1218.264
01/01/2021,6,49,2430,6978.96,1444.644
01/01/2021,16,49,383,1099.976,118.492
01/01/2021,17,49,115,330.28,41.386
01/01/2021,7,49,598,1717.456,189.208
01/01/2021,18,49,373,1071.256,82.018
01/01/2021,8,49,336,964.992,148.608
01/01/2021,19,49,112,321.664,31.174
01/01/2021,1,50,4982,11109.86,0
01/01/2021,9,50,225,501.75,0
01/01/2021,10,50,14196,31657.08,0
01/01/2021,11,50,341,760.43,0
01/01/2021,12,50,104,231.92,0
01/01/2021,13,50,1025,2285.75,0
01/01/2021,3,50,4898,10922.54,0
01/01/2021,14,50,49,109.27,0
01/01/2021,15,50,18559,41386.57,0
01/01/2021,4,50,3709,8271.07,0
01/01/2021,20,50,121,269.83,0
01/01/2021,5,50,2768,6172.64,0
01/01/2021,6,50,999,2227.77,0
01/01/2021,16,50,898,2002.54,0
01/01/2021,17,50,82,182.86,0
01/01/2021,7,50,1938,4321.74,0
01/01/2021,8,50,398,887.54,0
01/01/2021,19,50,85,189.55,0
01/01/2021,1,51,2426,2998.536,0
01/01/2021,9,51,29,35.844,0
01/01/2021,10,51,4117,5088.612,0
01/01/2021,11,51,53,65.508,0
01/01/2021,12,51,74,91.464,0
01/01/2021,13,51,175,216.3,0
01/01/2021,3,51,3259,4028.124,0
01/01/2021,14,51,13,16.068,0
01/01/2021,15,51,7702,9519.672,0
01/01/2021,4,51,1588,1962.768,0
01/01/2021,20,51,44,54.384,0
01/01/2021,5,51,953,1177.908,0
01/01/2021,6,51,453,559.908,0
01/01/2021,16,51,289,357.204,0
01/01/2021,17,51,74,91.464,0
01/01/2021,7,51,810,1001.16,0
01/01/2021,8,51,226,279.336,0
01/01/2021,19,51,167,206.412,0
01/01/2021,1,52,3142,9872.164,0
01/01/2021,9,52,328,1030.576,0
01/01/2021,10,52,7952,24985.184,0
01/01/2021,11,52,286,898.612,0
01/01/2021,12,52,78,245.076,0
01/01/2021,13,52,841,2642.422,0
01/01/2021,3,52,3077,9667.934,0
01/01/2021,14,52,54,169.668,0
01/01/2021,15,52,12365,38850.83,0
01/01/2021,4,52,2626,8250.892,0
01/01/2021,20,52,31,97.402,0
01/01/2021,5,52,2596,8156.632,0
01/01/2021,6,52,961,3019.462,0
01/01/2021,16,52,692,2174.264,0
01/01/2021,17,52,118,370.756,0
01/01/2021,7,52,1350,4241.7,0
01/01/2021,8,52,357,1121.694,0
01/01/2021,19,52,54,169.668,0
01/01/2021,1,54,274,841.18,104.25
01/01/2021,9,54,23,70.61,3.036
01/01/2021,10,54,564,1731.48,263.47
01/01/2021,11,54,28,85.96,4.58
01/01/2021,12,54,54,165.78,27.066
01/01/2021,13,54,68,208.76,31.08
